epoch,lr-AdamW,step,train/loss_step
,0.0005,0,
0,,49,0.7012839317321777
0,,99,0.6849876642227173
0,,149,0.6894639730453491
0,,199,0.757657527923584
0,,249,0.6460623145103455
0,,299,0.678532600402832
0,,349,0.6860048174858093
0,,399,0.6911711692810059
0,,449,0.7243695259094238
0,,499,0.6594218015670776
0,,549,0.5394957661628723
0,,599,0.6193829774856567
0,,649,0.6167953014373779
0,,699,0.6880113482475281
0,,749,0.6673315763473511
0,,799,0.6979814767837524
0,,849,0.6176245808601379
0,,899,0.6738657355308533
0,,949,0.647202730178833
0,,999,0.7926098108291626
0,,1049,0.5383478999137878
0,,1099,0.9318726658821106
0,,1149,0.6855241656303406
0,,1199,0.5977539420127869
0,,1249,0.5534640550613403
0,,1299,0.6174860000610352
0,,1349,0.5367839932441711
0,,1399,0.7113161087036133
0,,1449,0.5133460164070129
0,,1499,0.38881707191467285
0,,1549,0.5807558298110962
0,,1599,0.5266114473342896
0,,1649,0.4779662787914276
0,,1699,0.8331574201583862
0,,1749,0.8554479479789734
0,,1799,0.5233930349349976
0,,1849,0.3387092053890228
0,,1899,0.4213823974132538
0,,1949,0.2795182466506958
0,,1999,0.5527071952819824
0,,2049,0.3418737053871155
0,,2099,0.35637760162353516
0,,2149,0.3567139506340027
0,,2199,0.3937188386917114
0,,2249,0.483126163482666
0,,2299,0.7793805003166199
0,,2349,0.3867706060409546
0,,2399,0.4532977342605591
0,,2449,0.2776525318622589
0,,2499,0.44628506898880005
0,,2549,0.4741393029689789
0,,2599,0.5218164920806885
0,,2649,0.5550084114074707
0,,2699,0.48986077308654785
0,,2749,0.4414880871772766
0,,2799,0.16292981803417206
0,,2849,0.2880558371543884
0,,2899,0.6318227648735046
0,,2949,0.4406343400478363
0,,2999,0.33612900972366333
0,,3049,0.5913857221603394
0,,3099,0.9176397323608398
0,,3149,0.5563426613807678
0,,3199,0.6501902341842651
0,,3249,0.5080833435058594
0,,3299,0.5986572504043579
0,,3349,0.5784623622894287
0,,3399,0.7222611904144287
0,,3449,0.4411414861679077
0,,3499,0.24114301800727844
0,,3549,0.7053476572036743
0,,3599,0.9704604148864746
0,,3649,0.37782424688339233
0,,3699,0.5445683002471924
0,,3749,0.6021824479103088
0,,3799,0.5060573220252991
0,,3849,0.4432002902030945
0,,3899,0.44720256328582764
0,,3949,0.40982407331466675
0,,3999,0.654991626739502
0,,4049,0.35187941789627075
0,,4099,0.288673996925354
0,,4149,0.5496727228164673
0,,4199,0.3688008785247803
0,,4249,0.6589211225509644
0,,4299,0.7690936326980591
0,,4349,0.43232107162475586
0,,4399,0.5320473909378052
0,,4449,0.20259855687618256
0,,4499,0.6154550313949585
0,,4549,0.3355664312839508
0,,4599,0.3106530010700226
0,,4649,0.5299519896507263
0,,4699,0.5498157143592834
0,,4749,0.41089141368865967
0,,4799,0.2959653437137604
0,,4849,0.2714623212814331
0,,4899,0.19314253330230713
0,,4949,0.6104786396026611
0,,4999,0.3909483850002289
0,,5049,0.3122335970401764
0,,5099,0.3284492492675781
0,,5149,0.2975585460662842
0,,5199,0.22700908780097961
0,,5249,0.4991382658481598
0,,5299,0.6680517196655273
0,,5349,0.41677677631378174
0,,5399,0.43264904618263245
0,,5449,0.30132609605789185
0,,5499,0.37301355600357056
0,,5549,0.5347339510917664
0,,5599,0.6704046130180359
0,,5649,0.3232802450656891
0,,5699,0.3948197662830353
0,,5749,0.4280434548854828
0,,5799,0.501958966255188
0,,5849,0.8376319408416748
0,,5899,0.39469200372695923
0,,5949,0.4270290732383728
0,,5999,0.5294749736785889
0,,6049,0.3323979675769806
0,,6099,0.3029053807258606
0,,6149,0.3095773160457611
0,,6199,0.7123171091079712
0,,6249,0.3777344226837158
0,,6299,0.3812263011932373
0,,6349,0.515724778175354
0,,6399,0.23281997442245483
0,,6449,1.1953927278518677
0,,6499,0.1873146891593933
0,,6549,0.4473035931587219
0,,6599,0.40948185324668884
0,,6649,0.7443369626998901
0,,6699,0.48754066228866577
0,,6749,0.3765814006328583
0,,6799,0.4546838104724884
0,,6849,0.4138908386230469
0,,6899,0.37012922763824463
0,,6949,0.42859143018722534
0,,6999,0.3212067484855652
0,,7049,0.4584154486656189
0,,7099,0.24338236451148987
0,,7149,0.2579616904258728
0,,7199,0.3727593421936035
0,,7249,0.34570688009262085
0,,7299,0.6413109302520752
0,,7349,0.32675403356552124
0,,7399,0.23727935552597046
0,,7449,0.45234179496765137
0,,7499,0.4333299994468689
0,,7549,0.5216879844665527
0,,7599,0.6441624164581299
0,,7649,0.6109912991523743
0,,7699,0.4789111912250519
0,,7749,0.5059812664985657
0,,7799,0.5517394542694092
0,,7849,0.6447917819023132
0,,7899,0.5730785131454468
0,,7949,0.3101959824562073
0,,7999,0.4031703770160675
0,,8049,0.34222254157066345
0,,8099,0.46306294202804565
0,,8149,0.20427416265010834
0,,8199,0.4234747588634491
0,,8249,0.48391252756118774
0,,8299,0.3911502957344055
0,,8349,0.5351638197898865
0,,8399,0.6428903341293335
0,,8449,0.1946284919977188
0,,8499,0.5228466391563416
0,,8549,0.6174983978271484
0,,8599,0.7030487060546875
0,,8649,0.4861868619918823
0,,8699,0.49731704592704773
0,,8749,0.45414432883262634
0,,8799,0.4343429207801819
0,,8849,0.602621853351593
0,,8899,0.26262450218200684
0,,8949,0.642139732837677
0,,8999,0.4074154496192932
0,,9049,0.16519644856452942
0,,9099,0.5329872369766235
0,,9149,0.5521642565727234
0,,9199,0.5038988590240479
0,,9249,0.17978061735630035
0,,9299,0.45532193779945374
0,,9349,0.37709128856658936
0,,9399,0.5143139362335205
0,,9449,0.43844544887542725
0,,9499,0.5882668495178223
0,,9549,0.18844416737556458
0,,9599,0.33930909633636475
0,,9649,0.14987532794475555
0,,9699,0.5501554608345032
0,,9749,0.23495393991470337
0,,9799,0.487643301486969
0,,9849,0.6152399778366089
0,,9899,0.8060830235481262
0,,9949,0.5149560570716858
0,,9999,0.6546424627304077
0,,10049,0.6589779257774353
0,,10099,0.17145775258541107
0,,10149,0.642508864402771
0,,10199,0.23575784265995026
0,,10249,0.547042965888977
0,,10299,0.6226086616516113
0,,10349,0.2974110245704651
0,,10399,0.43378281593322754
0,,10449,0.5732533931732178
0,,10499,0.6448094844818115
0,,10549,0.16503077745437622
0,,10599,0.49632760882377625
0,,10649,0.6595057249069214
0,,10699,0.5851156711578369
0,,10749,0.1636745184659958
0,,10799,0.5091586709022522
0,,10849,0.32539480924606323
0,,10899,0.7629581093788147
0,,10949,0.2349599152803421
0,,10999,0.7376109957695007
0,,11049,0.8108697533607483
0,,11099,0.5697392821311951
0,,11149,0.22510448098182678
0,,11199,0.39906376600265503
0,,11249,0.5381966829299927
0,,11299,0.3108057975769043
